2025-12-29T12:06:02,402 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Customer Service will open Customer Service page
2025-12-29T12:06:07,795 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:06:09,986 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:06:10,081 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:06:11,348 INFO  [main] base.PageBase - Clicked Element by Text Customer Service
2025-12-29T12:07:12,083 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Customer Service will open Customer Service page | Status: FAILED
2025-12-29T12:07:12,750 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Electronics will open Electronics page
2025-12-29T12:07:20,468 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:07:20,497 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:07:23,890 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:07:27,643 INFO  [main] base.PageBase - Clicked Element by Exact Text Electronics
2025-12-29T12:07:27,746 INFO  [main] base.PageBase - Waited till element By.xpath: //span/h2[contains(text(),'Electronics')] to be visible
2025-12-29T12:07:27,837 INFO  [main] base.PageBase - Element By.xpath: //span/h2[contains(text(),'Electronics')] is Displayed Correctly
2025-12-29T12:07:27,837 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Electronics will open Electronics page | Status: PASSED
2025-12-29T12:07:28,483 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Fashion open Fashion page
2025-12-29T12:07:34,698 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:07:37,714 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:07:37,919 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:07:47,144 INFO  [main] base.PageBase - Clicked Element by Exact Text Fashion
2025-12-29T12:07:47,191 INFO  [main] base.PageBase - Waited till element By.xpath: //img[@alt='Amazon Fashion'] to be visible
2025-12-29T12:07:47,223 INFO  [main] base.PageBase - Element By.xpath: //img[@alt='Amazon Fashion'] is Displayed Correctly
2025-12-29T12:07:47,226 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Fashion open Fashion page | Status: PASSED
2025-12-29T12:07:47,937 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Mini TV Banner open Mini TV Page
2025-12-29T12:07:56,555 INFO  [main] base.PageBase - Webpage opened Successfully
